"","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X10","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X11","X120","X121","X122","X123","X124","X125","X126","X127","X128","X129","X12","X130","X131","X132","X133","X134","X135","X136","X137","X138","X139","X13","X14","X15","X16","X17","X18","X19","X1","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X2","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X3","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X4","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X5","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X6","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X7","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X8","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X9"
"hsa-let-7a-3p",5.63202344487476,4.00529663089999,5.39672191551761,5.51752013678986,5.91465530641975,3.51487537774099,4.64401945495424,2.66855026028735,2.73918959844277,2.3684519954837,5.14145945602288,3.79067476127486,-1.62385936544164,-1.62385936544164,-1.62385936544164,4.25705756612926,2.98268416560295,3.76672691612884,-1.62385936544164,4.18904517148159,1.10893905020642,3.82411112145926,2.9571389289923,2.17171790345883,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,4.41937228460518,1.20608368788638,-1.62385936544164,-1.62385936544164,2.49099137884969,-1.62385936544164,2.54560468970486,-1.62385936544164,-1.62385936544164,3.81777902161387,-1.62385936544164,2.94905617956082,1.14675704178252,2.90750842885463,-1.62385936544164,-1.62385936544164,3.6420728752981,4.45295910729749,4.5132195729519,3.1196817870995,5.99875376235318,3.98353937513451,2.39109795548221,-1.62385936544164,5.55606998670661,5.16305194572375,4.9313580819632,-1.62385936544164,4.83611107964746,2.60214085291985,4.04314314196176,4.48680817962066,5.21280882130239,3.33562233987025,4.01622923116616,5.17077666965947,3.74305093005072,2.64703974034784,5.30067160330238,3.53392846251453,4.37194531051538,3.7198499643847,2.5561652413038,4.25079504242909,-1.62385936544164,5.13284141819354,5.42239090057021,4.35362116928313,4.62993444935796,3.35464024112714,4.81412353366379,4.74212858956121,-1.62385936544164,3.91587541713361,4.88267518464552,4.72094717283561,5.28731313840476,-1.62385936544164,4.14008726453609,5.66859554314275,5.34405086393385,5.06916631438393,4.87358116486564,5.59729430338682,5.52650845356427,4.39261055774101,4.27057311618525,5.40020722352404,5.27490619519338,4.48208669914505,3.85049852926234,5.78540022425432,4.87690570895671,4.25007318745183,2.16909347471749,4.22061805008601,3.87343616643044,-1.62385936544164,-1.62385936544164,3.81602080357234,-1.62385936544164,2.62228108296232,-1.62385936544164,-1.62385936544164,5.54598730331407,3.59010405167193,4.41780013055137,5.67697422054946,5.3115065319471,4.86682933725919,5.47973358935213,5.91394213814745,4.31773191624481,4.38564025578352,3.98963290707403,5.07274325735375,4.01476486497997,5.67039928999337,4.39466431350775,4.15925828728567,4.29099260871487,4.21236702537528,5.59140855380654,5.30451010490716,-1.62385936544164,2.57331277285098,6.22057368544757,-1.62385936544164,4.39011371150236,5.79462778105901,4.64014344225954
"hsa-let-7a-5p",13.5113365474768,12.5127588226596,13.2611085783649,13.1572189140865,13.2750834962825,12.793775674628,12.9810242405993,12.9644514429651,13.3512378076917,12.7173232604919,12.8939533065178,13.2469162576621,11.9505117611392,10.641962444845,13.0439765726038,12.9455251420599,12.1475252586975,12.5680466938739,9.31102134376059,11.7255313302022,12.4944963250554,11.8715302822775,12.8721923399643,12.6028035764209,14.0242310855954,12.2995461035881,13.6389987826968,13.1304909164933,13.7510602480419,13.2943845181059,13.7214516165223,12.7254784958954,10.6307258487381,12.8070174034771,13.0500103944367,13.395779120581,12.8117613437526,13.1360703834828,11.0526169596247,12.013036122457,13.0221492400962,11.11332967614,8.48079979442774,11.9236386633114,11.7573472186668,11.6555727703958,12.1807305127225,11.5106608939659,12.9601401872684,12.6541516638316,11.9691630402337,12.0958187348952,12.7955024076568,12.7392457129687,11.8440143486385,8.75719703398843,12.6739458369671,12.4588951617828,12.6075312078518,13.6989535536835,12.9531681011205,12.2783173130466,12.0601094034928,13.4711506938538,12.3559272975955,12.863549808411,12.7961401922311,12.8817350871164,12.4564589079468,12.6437305004661,11.9214988851939,12.768610210772,12.2692355291114,12.804528651496,12.5663292332733,12.5681537832463,13.167460617994,12.2091033026389,13.167035252486,13.2913922738385,8.56580209398097,12.7907685277818,12.9135632752608,12.270504203165,12.9014520249179,11.6680826059707,12.8859419463023,12.5522368239782,13.6649256414226,13.4636645937654,12.5267922671002,13.8351565656724,13.1312543491723,12.9731604878572,12.1696299771578,13.4550523641951,13.454351899994,13.6033871222845,12.749368909761,13.3564842321918,12.8173268799128,12.8252378341929,12.4968156928682,12.9463344055424,12.7944304676197,12.3639072822672,9.00714778733947,11.7965481554673,11.2245632568257,10.43173878484,11.3451574778676,11.6802550653608,13.8450622468649,13.3014541194641,11.3969295914133,13.3127277552547,12.805768032229,13.0643762494587,13.5447234791792,13.5482098001488,13.5917838473258,13.2503391190841,13.2552178342249,12.8197177549489,12.6774511270153,14.0244026438091,11.8274183445251,12.3706291349026,12.9948574247646,13.1617667948208,13.8881815719174,13.6741951806428,8.89026624279945,12.5509582567368,13.2621360078369,10.5493854804798,11.7585506428685,13.4606559672662,11.1859792885598
"hsa-let-7b-3p",6.74240903041173,4.35504987524374,5.97797585199583,5.87142682414779,6.47158630642923,5.13061284607361,5.48367133090889,5.82366049663882,5.44365195814138,5.37362652333311,5.68977455281033,5.95664906940532,-1.62385936544164,-1.62385936544164,2.91979283054731,3.68428429315357,4.26863552144703,5.06787134656935,-1.62385936544164,4.50583141400076,1.10893905020642,3.62273592663372,4.50134602196735,4.31007861062648,4.57233900610119,5.16939191553237,5.32228394280057,7.10130314908291,3.84530684389331,5.08870660894896,4.8307168336326,5.7719452616632,4.23760795504076,5.91722942058424,5.73496585896135,5.94987068211292,5.17450948083165,7.19338994060188,4.66807945289973,2.776543559555,2.58340743404252,2.90750842885463,-1.62385936544164,1.92384549146904,4.94132684416821,5.03077955304602,4.92312323385603,3.83494291504114,5.58615436055388,5.18892200517832,5.51437240893509,4.97454120564952,5.14434517499615,5.46865954354306,5.53901476884874,-1.62385936544164,4.97212400271002,5.85296017269877,5.67572876442003,5.95875088177381,5.31150277461271,4.36720801754783,5.88801692400595,5.17077666965947,4.21845439779174,5.16834157101444,5.6699386819652,6.236127069187,5.09983934074909,4.39812971641954,3.89835130492329,5.40699483205954,5.26889058727485,5.52556457399508,5.79838137100915,5.52516624820143,4.22118515875992,4.53017444482079,5.80577954184306,5.73335634152979,-1.62385936544164,5.26354394443948,5.12809510247596,5.13154034282315,6.24083720006429,-1.62385936544164,5.34722830381121,6.85105065889751,5.64443166158397,6.96161832792507,5.71446367748485,5.91728726040551,5.83267645393393,5.809858477758,5.03102028957485,5.86426401988901,5.06530983204115,5.65090607056383,6.14622937412626,4.79386257114512,5.45654800271871,5.55716493207171,4.66460292074954,6.78450403827761,5.96413318486424,5.01176696205358,-1.62385936544164,3.81602080357234,-1.62385936544164,-1.62385936544164,4.51926259055358,4.47358793928856,4.96602575470597,6.25727301833868,4.1331520982796,5.19520262031072,5.89253450876157,5.85878551056097,6.28258573111364,5.49129569962916,6.57201235670903,5.33407989357539,5.29377119992052,5.96160045368445,4.11236866364853,6.31912976455172,6.42500024667117,5.17973888616989,6.21180838050318,6.29241178122464,5.29815751438461,6.44998380853994,-0.728828977508506,5.44184656434731,5.31356461413469,5.13443230092238,-1.62385936544164,4.99358386222331,2.39141640400667
"hsa-let-7b-5p",10.7994046278556,9.1513981263947,10.5624658110663,10.3576209258345,10.5781164356285,11.3091724391531,10.384414475796,11.8769637350577,11.5707543808301,11.4573893846016,10.2145778266421,11.163615237532,9.35405339774804,9.70880442252425,11.9308304362162,11.6699147171917,11.0696373810855,10.7820336680691,7.28454547942354,10.2403532985617,10.89635058783,9.47128545864937,10.8730953090458,10.6416146101405,10.9621533738635,10.5124372220191,11.2880036218592,10.7737224767111,10.7225357344225,10.5745685898737,10.7604028528581,10.4641241256647,9.82148235027137,10.5871755662028,10.4701922717242,10.7777337635273,10.3113657016579,10.9463206731376,9.54219377938419,10.3270193950174,10.3614489032275,10.0438477637936,6.64419254263044,8.89389581303151,10.1969381336193,10.0539182410776,10.0130997318497,10.2517067862248,10.1415762348045,10.2578024508654,10.3570281174617,9.80140205222533,10.4019235051729,10.4374276776985,9.9190679703612,7.42834486233423,10.1274762104976,10.430140246961,10.8403609340578,11.0388902301864,10.9817223741955,10.5634558564517,10.5593395891213,10.9861485744321,10.9309363347121,10.5392841536304,10.6954210288993,10.2006951509117,9.90934115017749,10.3599201982876,10.1906575696356,10.351336116976,9.97379702317418,9.943448175361,10.5614908505973,10.5735890595504,10.4846745274617,10.7438725384936,10.8529225665523,10.8745269049999,7.58155345870028,10.1353632508771,10.220258922101,10.2374534985301,10.6830648115458,8.81563689681586,10.7733558056789,10.3632376586187,10.8718886469821,10.1319230894606,9.96830703300036,10.1037178774783,10.1619552695782,10.3055514047399,9.98724839535004,10.4991571469927,10.3363759821736,10.4613191968091,9.85380684172282,9.9892368731319,10.4348712630825,10.542986891687,10.5371129394608,10.3953089907606,10.7741123630805,10.1076255155802,7.40902348068187,10.3063277743768,9.56015687099973,8.76442458598242,8.87039158348242,9.60496712661112,11.0010475591181,11.0021401240901,7.98254619647135,10.6999257376222,10.4350054686022,10.8380132777278,11.1276258710974,10.6544979647291,10.8942242016124,10.6322322779984,10.7610298555654,10.6988593901749,11.1466699064558,11.3175313134374,10.2004532678905,10.1407278555715,10.7320409168516,10.6972311006403,11.7095623318518,10.9286754613179,7.32327757156913,9.76599370110648,10.6303199278768,8.82251760595769,9.1908457914149,10.9156952936923,10.4795566396048
"hsa-let-7c-3p",-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,1.49861612774906,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,2.85812204156218,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,1.1067067066851,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,1.30799898277367,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,1.68504990726092,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,2.44978252112136,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,2.15265662173389,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,2.1124046989287,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,1.32307864257047,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164
"hsa-let-7c-5p",8.24858401704627,6.85175092810651,7.75696697022763,8.47943064102329,8.41520635765625,7.84169651943649,8.17523172874747,7.98714272893467,7.98386795602088,8.08390973118001,8.53991632981549,7.44363661804269,5.90175719150181,5.53140315058914,7.76561237936012,6.97306215089804,7.38445056545537,7.51583894188605,9.6076369378708,6.86760453261297,6.83204792286063,7.64102058245121,6.7578786096175,6.36725479735756,8.34056891263459,6.48349417412292,8.17565431667004,7.67748736346919,8.13595873040945,7.75777058748546,7.41595416563305,7.6443882571621,6.0845627876121,7.18277716705549,6.58900149562342,8.1848955559586,7.58426231327257,9.19098922577074,6.44633973714176,6.7229680599469,7.83905856149651,5.96671347467426,9.36426550361755,6.35519749597321,8.21052542540415,7.43413527077282,7.27986037388876,7.00703914881368,9.03670034996853,7.45880297184282,8.25470993884583,8.33026404943988,7.96749634669242,7.91941618208156,7.84174119633006,9.83067220224702,8.49899550754952,8.83681740690103,8.17451580197181,8.89971787804255,8.41651470310804,8.2045439902093,7.60831662534684,8.99993936989543,8.36443309138053,8.4358413147323,9.10300158788189,8.3017772885306,8.02338414745446,8.38997613580667,7.93972716330514,8.4039662272039,8.05907317487689,8.63424012966127,8.28083628773657,8.4574040054807,8.78189256074781,7.97675365801604,8.91729662034141,8.5331495051797,9.58590421851188,7.16342745533448,7.92393089736267,8.38631081759071,8.19441297230744,5.96122626203882,7.79097082410103,7.68154465856458,8.18874585280886,9.13975341070438,7.82306688642713,8.9074870445633,8.51114565809634,7.9822446782893,7.99337877913279,8.61115360776175,8.47942617489613,8.47129547362599,8.45128317172278,8.14486495773016,8.33806658129002,7.78197775402468,8.12882693636086,8.4942682847384,8.55204409025589,8.00543310833181,9.80368060200987,6.69381551662216,7.17635973716714,4.47231386275349,7.04142039122531,6.49708283979756,8.56691533351598,8.50618509172569,6.7984925009666,8.61652115308461,7.72441777222257,9.36597935080655,9.07740224165007,8.71462704312235,8.96742617553088,8.66597359805515,8.77854978945714,8.21738410046774,7.78020050474659,8.55550794119634,7.35085923860284,7.95184639384516,8.6488680851711,7.99608104219262,9.31936550383283,8.46386779379219,9.78739131961169,7.10071405343349,7.40686838761606,6.80803698801369,6.24055199036631,8.13023380572738,6.97546959329207
"hsa-let-7d-3p",11.6113875160466,8.29059029691652,11.8119624542144,10.8523465696338,10.7172167705605,9.62620955625132,10.2894627155984,9.55938405178349,10.5745187431482,9.99979967908324,9.86740513841138,10.5362470860739,8.49346504364977,2.39097955215062,9.75192983866713,9.306354258592,9.18980296974618,9.68668368891277,12.2070210969337,8.71885093315639,9.42516501252097,9.96373966744654,9.86761049004276,9.36838189286616,10.7106593000364,9.44609312911285,10.8585400398275,10.1266534221384,9.86814899043475,9.66042571775687,9.69881688958123,10.6200257814289,7.62676203425155,10.1611449169998,9.89489582985704,10.7262966780251,9.09502918823375,10.5892759958475,9.69450764664319,8.27488458329872,9.9492902402324,8.38601328554013,11.4685017478622,7.46994748765649,8.69972608655261,9.09049640880664,9.66752032232525,8.31419477487521,11.0469183563545,10.3577182995227,8.97547550704769,9.48379099774511,10.4412405216384,10.7550603360839,9.54334496353984,11.7249709848079,10.425819354753,9.86770736096497,9.93210349833674,10.8129951697901,10.3903045410294,8.60591639754001,10.4183978045359,11.0342352963045,9.32310105198892,10.0281320219823,10.1587948467,9.86557959964906,10.0661289574266,9.31284970990013,8.96908480375315,9.75531625966617,9.18618142303424,10.9854833881708,9.83148669921974,9.87723154649479,10.4723201312195,9.00671057461258,10.3713876242881,11.1101732428166,12.1165482176474,10.2106386655649,9.96126696966239,9.37621703152494,10.4544130462331,7.22691062280488,9.65475287702921,10.238018627902,11.1477493716394,10.9444004136864,9.96233012107491,10.9943813752933,11.1767699391401,10.1083595928789,9.06340771219868,10.4806094908014,10.7903877495119,11.0997570303263,10.4134642077467,11.2629077579643,10.3000490625868,9.88396747786027,9.75509321160646,10.3283670798922,9.62745499210393,9.88555235278792,12.0235115294573,8.39849381951952,5.0579579899074,5.8741105392164,7.48999460245462,5.61395586138163,11.6270756251866,11.1245576298547,6.77347529480248,10.9744153498848,10.1017152528093,10.4530665678592,11.4917355293469,11.5185189153117,10.8152712049752,10.0531209248244,10.3998298500384,10.7371129469764,9.87475347603908,11.2928019641302,10.923993324292,9.28814458680798,10.5980985271035,10.6536227401193,11.058220230026,10.9793488277537,12.1076195945255,7.65127236797293,11.6131759321274,7.73329855354065,7.1164190268023,11.3321434132012,8.39873939105676
"hsa-let-7d-5p",11.3506529237691,7.90380407871102,11.175846783743,10.5432025018809,10.4762592267586,10.2526144927449,10.4896865378071,10.2154248178187,10.4827113385052,10.111302165875,9.84563581790006,10.6721864775951,5.73281055518936,5.42526627956912,10.6706374771364,10.4615164433456,9.63016460800502,9.7380920359148,9.37835067288142,9.00954924249205,8.54033095377168,9.06705340361526,9.00500163005849,8.80190753890276,9.65744419940753,8.57033866782305,9.67256665782553,9.69860238031965,10.0583573716569,9.42273225269005,9.98691460236515,8.83255164459064,7.43030744002489,9.48976243305265,9.32431206173619,9.78258595434984,9.16548354532831,9.45728714726632,7.21904064907024,8.8573141079121,9.65344053327431,7.72042228054416,8.35372853742259,6.70625982211243,9.42068235849485,8.38702127366798,9.83095738047318,8.92374103174819,10.4835947233711,10.6310668685707,8.58354658546093,9.62313383560874,10.4412405216384,10.4892546948922,8.82950128707775,8.84329096070345,10.2054566973042,9.53476881640336,9.65063640521318,10.3091259027682,10.3818118065834,8.93558113991397,9.49771124291438,10.8418819336355,9.61033279338497,9.97164848483803,9.44512894583776,9.65002543580812,10.0592555972608,9.56713855163032,8.95299810139538,9.93842571697971,8.99026582213348,10.2360331744756,9.58196985200399,9.57908043799018,10.5913467032411,9.32901221696504,10.7749341154895,10.8458002018317,9.04579964986263,10.1173032081808,9.99903410760978,9.11896676110788,9.72429024420998,5.78165545480036,9.72855231796007,9.48444519658603,11.1210279079036,10.6469286228595,9.63120666064514,10.9744062827959,10.5020752744025,9.69700776365353,9.38094003783959,9.99904202279782,10.4612815349266,11.0601273437664,9.58382182761236,11.2548377843708,9.67523971219883,9.84782038861997,9.3191852766193,9.97711326517497,9.9112978749237,9.19625185864292,9.19161240233018,8.76075559466743,6.00533873165194,4.37428371734667,5.71708332811928,6.64467579435009,11.3520291157985,10.4758420080617,5.2704075716934,10.8090686730678,9.39956556200808,10.0210721615597,10.3491473240528,10.9609821861986,10.5673924014114,10.2103489185123,10.5526289213841,10.4664504001562,10.2659996795361,11.1254960847541,8.60097815123226,9.22912144502152,10.0573959258621,9.73763693459183,11.1922084255974,10.9092044804761,8.9957169900161,8.13795640591555,11.1773809483703,4.07116187445741,7.41218537502546,11.3166204540622,7.93059620794788
"hsa-let-7e-3p",4.64143192088077,-1.62385936544164,-1.62385936544164,-1.62385936544164,1.80005117122551,2.55525564870868,3.91948159175275,1.22379987752652,2.04822137220085,2.92287681308583,1.40922548301151,3.97908551077876,5.06001038734545,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,2.80071453075149,-1.62385936544164,-1.62385936544164,1.10893905020642,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,2.24304609276233,3.7410139507866,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,2.06551216385666,1.04625724983758,3.76046537576686,-1.62385936544164,-1.62385936544164,-1.62385936544164,1.23336555086353,2.51569474027586,-1.62385936544164,-1.62385936544164,-1.62385936544164,3.41329768544783,-1.62385936544164,-1.62385936544164,2.87441100215327,1.88980105780944,-1.62385936544164,-1.62385936544164,-1.62385936544164,3.56306942534201,2.85812204156218,2.24606283974397,-1.62385936544164,-1.62385936544164,-1.62385936544164,2.10123876496786,2.47263250543124,-1.62385936544164,2.85255616285324,2.96903247355743,1.89581168589575,-1.62385936544164,-1.62385936544164,0.913730800424954,-1.62385936544164,-1.62385936544164,-1.62385936544164,3.24333536478152,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,3.28189320677792,-1.62385936544164,-1.62385936544164,-1.62385936544164,3.08705632794719,1.78984170132773,-1.62385936544164,2.39357176871185,2.47504643410489,3.5934084356678,-1.62385936544164,1.90740139878991,2.92392479821211,-1.62385936544164,3.11608987342183,-1.62385936544164,1.43993343857032,2.28894340164936,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,-1.62385936544164,3.18225886464033,2.15265662173389,2.5513566827506,3.39671350406136,1.84560678154207,-1.62385936544164,0.91116496409074,-1.62385936544164,2.71091582082125,2.9171651034799,0.769868639184568,2.41595731503407,1.8208964690452,-1.62385936544164,1.95304516681937,1.32307864257047,-1.62385936544164,-1.62385936544164,3.26385811391368,-1.62385936544164,-1.62385936544164,4.00820305412806,-1.62385936544164
"hsa-let-7e-5p",9.51396453990863,8.00270378123791,7.80270303213905,7.62067656483206,8.66010458276187,7.09147858059523,8.65313808234934,6.71292558298321,8.54140684124332,7.46730076735975,8.90521674581875,8.0061963283171,9.29458250394607,5.96930984418916,8.18011200177387,6.97306215089804,6.57100276780142,8.36269864062845,10.9945252433091,6.07699203543077,7.77070005221579,8.56801457960297,8.56922404598621,7.26334008515549,9.50736742279289,7.70700383022573,8.83512376189249,8.43484639057885,7.99411186240125,8.38969762570169,8.44914913436189,8.70509650501062,6.26928571188147,7.292594055993,8.93004988497308,9.14188670486731,6.27386039873885,8.82085516784668,6.76078677300453,5.6544802661413,8.26839662069429,6.18803623200914,11.032253458647,6.65750479601823,6.02631960246669,7.64322281442373,6.37270286667313,5.65905221481497,7.57882767232586,8.32433426510067,6.81270537839693,7.28450886452497,8.51084402393886,8.44545391342225,7.4458691172067,10.9393087088021,8.24071640925547,7.54778201621249,7.27622259110584,8.95215029460655,8.02393243649694,7.68669499188194,6.70769832245404,8.88360670832729,7.14393324351793,7.51537806943452,8.18017794256484,8.76080428502119,7.14255228539966,6.92979761956517,6.12487450477156,7.48285538638758,7.64237182004968,8.09239496985536,7.51832616820704,6.60385035419338,8.28483074012996,6.34951349379978,7.98905521066268,9.01821525811121,10.8593458944413,8.11402039731623,7.4240368157855,7.51300704970447,7.97757433354006,6.72863206996987,7.38910435629647,7.2997670527194,8.68881907260935,8.48709449022774,7.14095257182207,9.09888103261969,9.03178488466301,7.68996873866907,8.36952006679283,8.01079217168289,8.81559982705011,9.19874955378525,7.21315261274859,8.21309449059024,8.14793935660974,7.65385148934467,7.92097821804011,8.03837293038313,6.90394598906552,8.15725402371075,11.1444993900947,6.59460278784496,7.29474871611412,1.69637107025147,5.31784237576083,7.57030505849703,9.49078017883696,8.97789420546462,5.34021925455706,7.56335718945724,8.82426565143364,8.56813747063489,8.98582858542287,9.0071146829042,8.7102209671818,8.31873359331867,7.89728474316365,8.98947901596907,7.56433619866549,9.52688354893897,7.27572472329841,8.15577144286857,8.07597033083842,8.16253087816912,9.89066779546242,8.53334633682309,11.17288105024,8.06909039608832,9.29184542253687,7.1432178692295,7.77414460599037,8.9339687279379,5.63072653224443
